Game, Section, Valence, Engagement
1,30,-12.14409,28.42585/n
1,30,-11.93178,18.89917/n
1,30,-10.4519,18.83319/n
1,30,-7.568489,14.42319/n
1,31,-7.134056,0.5410992/n
1,31,-8.421043,0.240973/n
1,31,-7.46653,0.1607525/n
1,31,-4.091454,0.1490861/n
1,31,-3.227493,0.1647958/n
1,31,-2.581779,0.3260882/n
1,31,-2.662994,0.441708/n
1,32,-1.957672,1.011338/n
1,32,-1.630646,1.218041/n
1,32,-1.915977,1.332929/n
1,32,-2.058586,0.8573623/n
1,32,-1.822098,0.5112391/n
1,32,-1.728333,0.3164303/n
1,32,-2.257423,0.3798279/n
1,32,-2.27594,0.2945724/n
1,33,-2.138855,0.6573613/n
1,33,-2.035896,0.5019173/n
1,33,-1.923508,0.3712156/n
1,33,-1.846725,0.2364376/n
1,33,-1.800667,0.1569687/n
1,33,-1.162704,0.1595224/n
1,33,-1.025032,0.1180017/n
1,33,-0.7932587,0.1276561/n
1,33,-0.5265198,0.1598523/n
1,33,-0.3930893,0.2996636/n
1,33,-0.2403641,0.8942164/n
1,33,-0.2315216,2.465882/n
1,33,-0.2035065,7.630048/n
1,33,-0.2078323,23.53836/n
1,33,-0.2572327,38.60186/n
1,33,-0.2706223,45.16262/n
1,33,-0.321785,48.25763/n
1,33,-0.3282547,48.52615/n
1,33,-0.4703903,49.01221/n
1,34,-0.5157547,48.30934/n
1,34,-0.5697556,49.26651/n
1,34,-0.6395798,47.41752/n
1,34,-0.9913483,44.03787/n
1,34,-1.37928,39.15447/n
1,34,-1.525742,12.60271/n
1,34,-1.474678,3.047228/n
1,34,-1.366081,1.087353/n
1,34,-1.691124,0.443326/n
1,34,-1.345657,0.1466067/n
1,34,-1.317146,0.1315188/n
1,34,-2.213058,0.1267965/n
1,34,-1.841034,0.1174039/n
1,34,-1.398987,0.1051524/n
1,35,-0.9073639,0.1024993/n
1,35,-0.6759796,0.09637852/n
1,35,-0.7784119,0.09325946/n
1,35,-0.4806213,0.09222703/n
1,35,-0.4053879,0.09579308/n
1,35,-0.4069366,0.09941136/n
1,35,-0.3655853,0.09222431/n
1,36,-0.3673401,0.09098779/n
1,36,-0.2881241,0.09301482/n
1,36,-0.4715652,0.1071112/n
1,36,-0.6857681,0.1015241/n
1,36,-0.83992,0.09522938/n
1,36,-1.087845,0.09439407/n
1,36,-0.7226181,0.1060518/n
1,36,-0.827507,0.2264316/n
1,36,-0.7003937,0.4142261/n
1,36,-0.5012131,0.9287882/n
1,36,-0.2778091,3.256974/n
1,36,-0.1909943,4.259397/n
1,36,-0.1697235,2.616599/n
1,36,-0.1595154,2.821692/n
1,36,-0.250267,6.31338/n
1,36,-0.3024445,70.20397/n
1,36,-0.5018539,99.75688/n
1,36,-1.039597,99.90415/n
1,36,-2.530579,99.91422/n
1,36,-7.520973,99.91533/n
1,36,-15.55089,99.91457/n
1,36,-23.45493,99.91617/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,0,0/n
1,36,9.802888,98.20329/n
1,36,7.086228,94.77764/n
1,36,5.18455,91.90678/n
2,0,3.837389,81.41379/n
2,10,2.28375,83.19054/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,0,0/n
2,10,80.12683,99.90672/n
2,10,61.23237,99.88222/n
2,10,39.13224,99.8241/n
2,10,13.1512,99.79583/n
2,10,8.403802,99.81566/n
2,10,2.158237,99.72858/n
2,10,2.714547,99.75455/n
2,10,0.4979218,99.57153/n
2,10,-1.314941,99.80743/n
2,10,-1.330917,99.80029/n
2,10,-0.4474106,99.85754/n
2,10,-0.1780777,99.88577/n
2,10,-0.06887817,99.8936/n
2,11,0.4034415,99.90691/n
2,11,0.7726377,99.9094/n
2,11,1.143291,99.87645/n
2,11,0.5691127,99.85953/n
2,11,-0.1422653,99.76212/n
2,11,-0.6517029,97.94574/n
2,11,-1.230644,84.26646/n
2,11,-1.821068,53.25903/n
2,11,-3.589119,48.75339/n
2,11,-3.6912,45.90137/n
2,11,-1.806122,45.78265/n
2,11,-0.8405075,41.28459/n
2,11,-0.7474976,28.06626/n
2,11,-0.4740448,23.90278/n
2,11,-0.4309082,4.565825/n
2,12,-0.5899963,3.42045/n
2,12,-0.7688446,3.058921/n
2,12,-0.8183517,3.89321/n
2,12,-0.7504425,2.198813/n
2,12,-1.68322,1.08751/n
2,12,-2.504333,0.6455995/n
2,12,-6.85659,0.4466251/n
2,12,-5.919212,0.3416584/n
2,12,-8.42263,0.5700905/n
2,12,-5.674026,0.2782121/n
2,12,-9.791725,0.6895859/n
2,12,-8.630554,0.4809874/n
2,12,-12.09719,0.9217031/n
2,12,-9.806931,0.569957/n
2,12,-8.8125,0.4652089/n
2,12,-9.074844,0.4875538/n
2,12,-8.406242,0.3944571/n
2,12,-9.919075,0.5721017/n
2,12,-8.560974,0.3933552/n
2,12,-8.748291,0.4324031/n
2,12,-7.428886,0.3307021/n
2,12,-6.558273,0.291434/n
2,12,-8.287392,0.4301734/n
2,12,-11.7668,0.9928419/n
2,12,-10.9021,0.8093604/n
2,12,-10.20941,0.7144006/n
2,13,-9.815926,0.6283078/n
2,13,-8.868279,0.512169/n
2,13,-10.5461,0.6869621/n
2,13,-11.19887,0.838391/n
2,13,-12.37027,1.102098/n
2,13,-11.52497,0.8936975/n
2,13,-11.40387,0.8745177/n
2,13,-10.12337,0.6869468/n
2,13,-12.02885,1.075442/n
2,13,-17.17543,3.556722/n
2,13,-17.66599,4.002044/n
2,13,-15.2917,2.380202/n
2,13,-13.12685,1.448552/n
2,13,-8.642426,0.4822581/n
2,13,-9.299606,0.5296441/n
2,13,-10.57509,0.6890303/n
2,14,-9.864822,0.6229122/n
2,14,-11.40769,0.8732724/n
2,14,-11.85281,0.9553776/n
2,14,-12.00674,1.002077/n
2,14,-9.628799,0.5781397/n
2,14,-6.810585,0.3121544/n
2,14,-6.854317,0.3267701/n
2,15,-7.110519,0.3489796/n
2,15,-10.5863,0.7791794/n
2,15,-11.39676,0.9413439/n
2,15,-8.731178,0.523381/n
2,15,-5.536613,0.2442406/n
2,15,-5.63736,0.2504626/n
2,15,-5.899689,0.2522727/n
2,15,-6.768333,0.3181594/n
2,15,-4.944954,0.2100882/n
2,15,-4.660782,0.1900166/n
2,15,-5.844246,0.2407801/n
2,15,-8.031944,0.4016988/n
2,15,-10.96682,0.8067328/n
2,16,-11.87856,1.037138/n
2,16,-9.810066,0.5998197/n
2,16,-9.364929,0.5050475/n
2,16,-6.669746,0.2821186/n
2,16,-4.613861,0.1795688/n
2,16,-5.985947,0.2448912/n
2,16,-6.280647,0.2582704/n
2,16,-7.864548,0.3629978/n
2,16,-6.258438,0.2642173/n
2,16,-4.658554,0.1826171/n
2,16,-4.454353,0.1852756/n
2,16,-6.693825,0.3150061/n
2,16,-5.791718,0.2567737/n
2,16,-7.255257,0.3759044/n
2,16,-7.491287,0.4078059/n
2,16,-7.177933,0.3894165/n
2,16,-7.416656,0.4094938/n
2,16,-5.074593,0.2309619/n
2,16,-4.801224,0.2231522/n
2,17,-4.159241,0.1968613/n
2,17,-2.693939,0.1387729/n
2,17,-2.141365,0.1294632/n
2,17,-2.531433,0.1410531/n
2,17,-1.802513,0.1262566/n
2,17,-1.435616,0.1140376/n
2,17,-0.9612808,0.106139/n
2,17,-1.063034,0.1146782/n
2,17,-0.8918915,0.1189576/n
2,17,-1.000526,0.1307417/n
2,17,-0.5636597,0.128347/n
2,17,-0.7393341,0.1376913/n
2,17,-1.193581,0.1533072/n
2,17,-1.293343,0.1677376/n
2,17,-1.176208,0.1829006/n
2,17,-0.7698364,0.257078/n
2,17,-0.5284958,0.3581178/n
2,17,-0.4204559,3.279802/n
2,17,-0.282402,10.85403/n
2,17,-0.2796783,14.22031/n
2,17,-0.2848663,18.33085/n
2,17,-0.2099838,27.34528/n
2,17,-0.1940002,36.65197/n
2,17,-0.1925354,40.49102/n
2,17,-0.199295,39.78827/n
2,17,-0.2274399,38.78565/n
2,17,-0.2589645,35.9503/n
2,17,-0.3655548,35.1256/n
2,17,-0.3808823,36.64935/n
2,17,-0.4087982,33.20008/n
2,17,-0.3761749,25.9348/n
2,17,-0.3843689,19.2271/n
2,17,-0.5591736,7.376658/n
2,17,-1.580902,2.765023/n
2,17,-2.620369,0.5187454/n
2,17,-2.580612,0.2284386/n
2,17,-2.304825,0.1692792/n
2,17,-1.596931,0.1617703/n
2,17,-0.979538,0.1465552/n
2,17,-1.11248,0.1280809/n
2,17,-1.714676,0.1079741/n
2,17,-2.396393,0.1278118/n
2,17,-3.454132,0.1639054/n
2,17,-2.381371,0.1312153/n
2,17,-1.633224,0.1129733/n
